D,gap,s,spy,us_sessions
2025-08-08,-0.0021996770640192,0.0031330320712062,-0.0008376201402309214,1.0
2025-08-11,0.0033364260251269,0.0032452728666504,0.007797536853746623,1.0
2025-08-12,0.0009292778872822,-0.0007742921553565,-0.0019774785462639555,1.0
2025-08-13,0.0111257029860465,0.0085233303995199,0.010646024206171889,1.0
2025-08-14,0.0006667666135131,0.0036587237530003,0.0034231312120525104,1.0
2025-08-18,-0.0071396334159155,-0.0048297129199705,-0.002248464349105639,2.0
2025-08-19,0.0024423436694505,0.0005444269185376,-0.00021760326977848798,1.0
2025-08-20,-0.009531799649696,-0.004216935835371,-0.005425136484688009,1.0
2025-08-21,0.0033928330331323,-0.0016817182802712,-0.0026570578976855552,1.0
2025-08-22,0.007534016802337,-0.0019347268795592,-0.004011843753210287,1.0
2025-08-25,0.0083345416845737,0.0086250768475184,0.015356793254796441,1.0
2025-08-26,-0.0030967659692991,-0.001345902048488,-0.0044010272058598865,1.0
2025-08-27,0.0020475849056633,0.0027206273735919,0.004186969919329098,1.0
2025-08-28,-0.0037117164844564,0.0008463746898902,0.0022785538462906096,1.0
2025-08-29,0.0039044839696407,0.0016711253203877,0.003541403909580021,1.0
2025-09-01,-0.0067262599850405,-0.0069183449976568,-0.0059637477949624484,1.0
2025-09-03,0.0017021773062624,-0.0035120518903644,-0.007410229210411012,1.0
2025-09-04,0.0013880600310471,0.0001367363212847,0.005419542688669621,1.0
2025-09-05,0.0024993516696414,0.0037320643943085,0.008357419089116691,1.0
